Nama Pelanggan,Produk,Ulasan,Rating
Wieke,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahannya enak, adem dan nyaman 👍",5
OK,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Barang bagus, nyaman dipakai 👍👍👍👍👍",5
Tri,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahannya bagus, jahitan ok, adem saat di pakai , yang pastinya nyaman buat santai2 di rumah, thank you",5
A***D,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bagus dan cantik seperti biasanya 🥰,5
Anton,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bagus ,enak dipakai nyaman terimakasih",5
I***i,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bahan enak dipakai,5
rani,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Bahannya enak bgt, nyaman, adem dan keceee bgt pas dicobain. Terima kasih",5
M***D,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bahan adem dan nyaman,5
Maria,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Pretty design as always, push my confidence, love it, i like that Hana Fashion's Design!",5
M***f,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bahannya enak,5
Hanif,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","istri suka, katanya nyaman dipakai 👍🏾",5
Yohanes,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",nyaman buat sehari2 di Jakarta yg makin puanas,5
Nana,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bahan adem,5
Rie,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","ukuran pas sesuai deskripsi
jahitan rapih
bahan adem lembut",5
Yordan,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","seller responsif, brg ny ok bangettt 👍🙏",5
N***i,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","pesanan sudah diterima dgn kondisi baik, terima kasih",5
Y***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Ukuran pas dan nyaman dipakai 💖,4
Aileen,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Kain halus dan nyaman dipakai... Pelayanan toplah,, rekomended... 👍",5
Aileen,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Kain halus dan nyaman dipakai... Pelayanan toplah,, rekomended... 👍",5
Abdul,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Lumayan untuk harga seginimah lah,5
Galih,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bahan nyaman,5
O***g,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Mantap bahan bagus, Nyaman banget dipakai, jahitan rapi. Suka banget. Terima kasih",5
A***D,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Bagus.. nyaman dipake, ga sumpek, bahan bagus, ayank jd terlihat lebih seksih 👍",5
F***i,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","fittingnya okeee, pengemasan cepat, makasihhh udah gercep",5
M***d,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",mantap kali,5
Andi,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Tidak ada ulasan,5
S***n,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","👍👍👍👍
bisa diulang beli lagi. 
terimakasih tokopedia, seller n oom kurirnya",5
W***e,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",kilat nyampenya uy.... cakkeeepppp bgt,5
NuNa,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bagis,5
A***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Titipan istri. Kata istri bagus, dipakai nyaman & adem. Enak buat dipakai di rumah. Harga ok",5
N***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Bahan nyaman, sesuai harga ...................",5
c***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",pas bgt. nice,5
Annisa,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","ukuran pas, jahitan rapi, nyaman",5
Wisnu,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",sesuai harapan,5
R***r,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",mantab sesuai ekspektasi dan harga lah ya,5
Rendy,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",terima kasih produknya sesuai deskripsi,5
Erna,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","pembelian ke 2, ukurannya pas dan bahannya juga nyaman.",5
Nurhidayat,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",sip Terbaik sih udah berapa kali beli di mari produk Berkualitas 💯👌,5
Jesmon,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",tidak sesuai,1
G***t,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",pelayanan cepatt,5
arya,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahan halus ,respon cpat",4
Donni,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Barang bagus sesuai diskripsi. Harga barang bagus sesuai kualitas. Semua berfungsi normal. Pengiriman cepat sesuai jadwal. Semoga awet. Ditunggu jenis barang lain nya bia...,5
Agus,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bahannya mantuulll,5
I***s,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",sesuai deakripsi,5
Latiffah,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",suka bgt pokonya.,5
Putu,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",barang bagus,5
A***n,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",sukses selalu,5
Q***n,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Thank you, my package has arrived, I just took it from the boarding house keeper's hand, the shoulders are cotton for relaxing okay, size L, the packaging is also nea...",5
M***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",👍👍👍👍👍👍👍👍,5
agus,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",ok,5
Shophie,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Tiba sesuai pesanan, dan dalam keadaan yang baik, bahannya bagus nyaman dipakai, modelnya bagus, jahitannya rapih, ukuran agak besar.",5
G,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",penampilan istri jd semakin seksi,5
Gunawan,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Pesanan sudah sampai kak. Belum di buka. Modelnya paling suka. Semoga sesuai ekspektasi size dan warnanya,5
E***i,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",mantap,5
R***o,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",barang sesuai deskripsi,5
O***i,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahannya adem,modelnya keren",5
G***n,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Terima kasih kak. Admin sangat ramah dan care. Bersedia ngasih solusi krna kmarin salah pikih size. Dipakai pas. Dan cantik model celananya,5
Andini,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",baguuuuus bgt ..,5
Ali,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",kualitasnya mantab,5
rizki,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",good,5
Andy,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Mantull....,5
Mia,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Ada karet+tali.. Tapi sayang bahannya tipis bgt..,4
Dewi,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",light grey tp warna spt light green,4
B***t,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahan bagus, adem dan nyaman, model keren. harga terjangkau",5
A***i,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",beliin pacar saya ini + atasan warna yang sama berasa liat es mambo jalan jalan 👍🏻,5
Muhammad,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bagus dan pas,5
a***o,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Tidak ada ulasan,1
dea,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahan adem, jahitan rapi , meskipun murah harganya tp ga kelihatan murahan, thx seller",5
Wenny,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Ukuran pas, bahan enak di kulit, nyaman banget dipakai...",5
zeki,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Bahannya halus, enak dipakai",5
Hendri,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Barang bagus, dan istri suka banget.
utk ukuran emang agak kebesaran, yg biasa pake L Manding beli yg M utknini",5
Nurcholis,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",barang bagus sesuai dngan yg digambar mksih seler..smoga mkin maju tokony..mksih,5
B***g,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahan oke, realpic, tp rasanya kebesaran dari ukuran XL biasanya",5
tommie,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Jahitan nya rapi, bahannya halus adem, servis seller cepat, kurir juga mantap, terimakasih",5
Hariyo,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",kualitas sesuai harga.,4
sawita,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",wrnanya lime gtu lucu,5
N***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","bahan nyaman, lembut oke lah..",5
R***Y,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",josss 👍👍👍👍👍👍👍👍,5
B***g,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",ntaps,5
agus,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",ok,5
Herdi,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","ukuran sesuai pesanan, barang bagus",5
Nicky,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","Barangnya udah sampe.sesuai sm gambar bahannya adem enak dipakai
Thank u ditunggu orderan selama but ya",5
S***l,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Bagus yah barangnya.. Cepat pula pengirimannya.. Terima kasih,5
M***a,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Halus.,5
Ir,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",bagus sekali rapi all ok banget,5
Anna,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","ukuran pas (ukuran XL, TB 153 BB 60).
bahan alus , enak dipakai, jahitan rapi,warna sesuai.",5
Anna,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","ukuran pas (ukuran XL, TB 153 BB 60).
bahan enak, jahitan rapi,warna sesuai. 
sdh repeat order.",5
Petrus,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL","menrt saya, bahan nya kurang bagus",4
Nurhidayat,"HanaFashion - Danise Short Pants Celana Pendek Wanita - SP061 - yellow green, XL",Mantap Terbaik 💯 dalam kualitas,5
