Nama Pelanggan,Produk,Ulasan,Rating
Ali,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",kualitasnya mantab,5
Zully,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",ok,5
Setyarini,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Alhamdulillah..anaknya suka banget,5
Setyarini,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Alhamdulillah....anaknya suka,5
Zully,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",ok,5
E***i,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahan lumayan tebel, jahitan rapi, nyaman d pakai..makasih",5
S***i,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",ukuran pas,4
N***t,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",mantap Barang datang sesuai Dengan pesanan kualitas Terbaik 💯,5
W***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Bagus bahan tebal, meskipun aku beli warna putih gak nerawang, bahan elastis cuma sayang benang jahitan kurang elastis jd ketika memakai dan melepas baju harus hati2 jgn...",5
I***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Tidak ada ulasan,5
wulandari,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bagus nyaman di pakai yaa,5
FIBI,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Bagus,4
fitriah,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",ini bahannya enak. crop top,5
ayu,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bagus bgt,5
Abdull,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Zzzzzzz,5
R***n,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",OKE 👍,5
Novia,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Untuk bahan si adem yaa ga yang sembarangan crop tank top yang ada si intinyaa suka sama si crop top ini,5
Hesti,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Bagus. Ukuran s terlalu kecil buat badan 48kg/155cm,5
Auldina,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahannya enakkkk sumpahhh , ga nyangka kualitasnya lebih dari worth pricenyaa",5
anastasia,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",cakep banget,5
Novianti,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",keren...bhn adem... ukuran sesuai,5
e***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",produk ny bagus,5
F***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Potongan di ketek'a sebelah lebih besar....😁, sebelah pas..",4
C***n,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bahannya bagus.jangan ragu beli2 disini yaaa,5
T***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","barang ok, pengiriman cepat",5
Niken,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Udh ke 2x beli disini bahannnyaa ademm ga gerah. 😍😍😍😍,5
Y***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","plis suka bgt sama ini, yang brick red cakep bgt warnanya! nyaman bgt baju baju gini buat dirumah, next time pasti beli lagi!! thank you❤️",5
Putri,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","produk bagus, bahan nyaman dan dingin. cuma sayang size untuk saya sedang kosong waktu order. tolong segera lengkapi ya biar bisa order ulang",4
Stella,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","nyaman banget di pakenya. langganan HanaFashion dari tahun 2019, selalu kalap kalo belanja disini wkwkw sukses selalu yaa HanaFashion kesayangan ❤️",5
C***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Pas banget di badan 158/46, surprisingly bahannya bagus poll",5
Chalfina,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bahannya bagus bangetttttttt pengiriman cepat .,5
yongky,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",enak bahan lumayan,5
Mercy,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",harga dah paliiiiing paling murah dah...tapi kualitas ga abal abal... udah berkali kaliii beli selalu baguuuus,5
ana,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",barang sesuai bahan bagus,5
H***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Makasih...paket sdh sampai, bahannya bagus, ukuran pas👍🙏",5
P***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Hebat,5
Tjiong,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bagus dan respon cepat. cewe saya suka sama model n bahannya hehe,5
Susy,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","✔️yg size L, lebar baju 1 sisi dari ketiak kiri ke ketiak kanan +- 39 cm ✔️pnjg baju +- 35 cm ✔️muat dan udh pas2an dipakai oleh saya dgn berat badan 48kg tinggi 160cm ✔️...",5
M***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",real pic....baguuus bangeeeett...next mau bli yg putih...makasiih gaan,5
beautyholicmall,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",nyaman dipakai,5
R***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",model dan ukuran ga pernah mengecewakan,5
M***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bahannya adem puool👍🏻,5
P***u,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Bahan tipis sesuai harga :),2
Yoga,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Mantap, barang bagus sesuai deskripsi",5
e***h,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Les tepi kain bagian kiri dan kanannya keriting-keriting. Apalagi yang di dekat ketiak, kecewa abis. Gak tau apakah cuttingnya yg salah atau bekas barang return.",1
e***h,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Ukuran cropnya agak aneh ya. Terpaksa harus dimodifikasi ulang karena kain di lingkaran bagian ketiaknya kebesaran (longgar) sedangkan bagian dada dan badan pas. 

Kainny...",1
T***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Kalo dagang itu yg jujur ya kk. Jangan bisanya ngadain flashsale, harga dimurah2 kan untuk menarik pembeli. Ehhh ujung2 nya orderan di cuekin tidak dikirim. Ini namanya p...",1
Tina,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Penjual yg tdk profesional, tidak bertanggungjawab. Penipu. Adakan flash sale dengan harga miring tapi ternyata pesanan tidak dikirim2. Barang tidak pernah dikirim, nomor...",1
M***s,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",pas,5
Vallyne,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Mantap,5
Diamond,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","sangat pendek, tdk spt gambar",3
Sumiyati,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Tidak ada ulasan,4
M***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","gakpernah nyesel deh pokoknya, 
suka bgt sama bahannya, adem parah",5
n***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","pengiriman sangat cepat, bahan bgs, di pakai jg keren. size S, bb 40",5
M,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","toko sp4m puluhan kali ke pembeli, kirim lama,barang kecil.dikasih bintang yg wajar malah maksa harus bintang 4 atau 5.tiap hari sp4m ke 4kun saya dan wa.sekalian saya ub...",1
W***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Kain tipiss,4
V***i,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Kualitas okee, kain tebel, adem, ngga nerawang. Langganan banget pokoke ya di Hana Fashion. Ngga usa ragu lagi. Size crop M, celana L. Tb/bb 159,53kg",5
Agustien,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Bahan sedang, jahitan rapi. Tank top cukup di BB 72 kg",5
Tambunan,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",Bagus dan sesuai harapan,5
Siti,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahan sangat bagus, tapi aku minta warna hitam di kasih nya orange, gak apa2 lah sama aja bagus juga",4
Anggun,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahannya adem, halus, tidak menerawang. worth it bgt sih ✨🫶🏻",5
S***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","baguss, bahannya enak, tp yg putih agak nerawang dikit",5
Tiffany,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahannya tipis jd adem tp ga nerawang, bagus. suak banget makasii",5
R***y,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","pembelian kedua hehe, puas soalnya sama yg pertama, semoga ada rezeki lebih lagi ya biar bisa beli warna lainnya.se bagus itu koleksi nya hana fashion, dengan harga murah...",5
Wulandari,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","barang sesuai dengan pesanan, next order lagi",5
V***A,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bahan adem....cocok u yg ingin keliatan perut,5
nadaa,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bagusss bangett aaaa, trs adminnya ramah sekali dan fast respon 😍😍🥰🥰",5
Monica,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",pas banget di badanku yg xs,5
M***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bahan adem,4
S***i,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",q suka banget,5
Nurul,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",good,5
A***h,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Bahan bagus, warnanya juga cmn di ekspedisi sicepat nya terbilang lambat jd kurang di ekspedisinya aja bukan penjualnya",4
N***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",It’s just ok. Ukuran L pas d sy bra size 34B bb 48 not too tight.,5
Indah,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",coba aja tanya kesel,1
A***m,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","⊙ Kain tidak terawang, tapi katunnya bukan premium (sesuai harga). Tapi untuk pakaian tidur sudah nyaman.
⊙ Untuk (LD 80.5 cm, LP 71 cm, PB 36 cm,  PL: 51.5 cm, TB: 151 c...",5
j***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahannya enak bgt tipis jadi gabikin gerah, sebelum beli yg item ini sempet beli yg warna putih tp sayangnya jadi nerawang gituu, tapi sesuai sm harganya sih yaa. jadi sa...",5
o***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","Bagusss, bb ku 47 pake M terlalu ketat",5
i***k,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",dapet harga 9k🥰🤩,5
w***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL",bagus + cakep banget mau nangis 😭,5
T***a,"HanaFashion - Sita Crop Tank Top Atasan Wanita - TT007 - Khaky, XL","bahan ok,pas di BB aku 65kg",5
