Nama Pelanggan,Produk,Ulasan,Rating
E***i,"Hanafe Crop Top Hana Fashion - Light Grey, M",Kereeen,5
V***a,"Hanafe Crop Top Hana Fashion - Light Grey, M","pas banget, unfinished tp tetep keliatan bagus. bb 45kg tb 157cm tp mending ikutin LD deh, gabisa patokan sama bbtb soalnya. sayang tipis bgt huhu, semoga awet",5
g***e,"Hanafe Crop Top Hana Fashion - Light Grey, M",bagus,4
D***n,"Hanafe Crop Top Hana Fashion - Light Grey, M","bagus,puas, udh pny 4 warna...
kalo ada warna lainnya lg, mau deh

eh tp waktu beli 19000 skrg harganya 29000 hehe",5
Anny,"Hanafe Crop Top Hana Fashion - Light Grey, M","okee baju nya cantik lilac pass di badan,, klo yg tdk mau terlalu crop bisa pke xxl 
bb 53 tb 158",5
Lin,"Hanafe Crop Top Hana Fashion - Light Grey, M",Bagus tapi kegedean aku salah pilih size harusnya L,5
Ellen,"Hanafe Crop Top Hana Fashion - Light Grey, M",Respon penjual ok ok,4
Junida,"Hanafe Crop Top Hana Fashion - Light Grey, M","ga sesuai dengan deskripsi, bahan nya tipis",3
azam,"Hanafe Crop Top Hana Fashion - Light Grey, M","sudah order yg ke 2 kalinya,kaosnya enak pakai dan bahan bagus,ukuran sesuai ,kurirnya juga ramah,makasih ya seller semoga amanah dan lancar selalu...👍🤲",5
Eveline,"Hanafe Crop Top Hana Fashion - Light Grey, M",adem bahannya.,5
a***m,"Hanafe Crop Top Hana Fashion - Light Grey, M","kaos bahan ok,barang real pict dan ukuran sesuai warnanya cantik...🙏",5
D***n,"Hanafe Crop Top Hana Fashion - Light Grey, M","baguss...jd mau beli lagi
ga nyangka bgtt harga segitu tp bahannya enak bgt buat dirumah/olahraga",5
Y***i,"Hanafe Crop Top Hana Fashion - Light Grey, M",barang sesuai pic,5
D***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",Ukuran L nya lebih kecil.,4
A***f,"Hanafe Crop Top Hana Fashion - Light Grey, M","bahan nya bagus banget lembut harga terjangkau,respon cepat dan pelayanan tokonya sangat bagus, makasih gan",5
N***h,"Hanafe Crop Top Hana Fashion - Light Grey, M",bagus banget bahan dan jahitannya rapih.thanks,5
s***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",Ukuran nya kaya pake ukuran M wkwk.tapi bagus sukaaaa😍😍,5
Nurhadi,"Hanafe Crop Top Hana Fashion - Light Grey, M","Pengiriman cepat, barang oke, recomended seller",5
B***a,"Hanafe Crop Top Hana Fashion - Light Grey, M","admin seller responsif & barang sampai dgn aman. crop T nya sesuai sama ukuran di deskripsi, kualitas bahannya juga cukup oke kok.",5
F***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",pesan hitam datangnya putih.,4
S***A,"Hanafe Crop Top Hana Fashion - Light Grey, M",good,5
Tambunan,"Hanafe Crop Top Hana Fashion - Light Grey, M",Bagus dan sesuai harapanku,5
Samha,"Hanafe Crop Top Hana Fashion - Light Grey, M",bajunya suka bangett murah lagi,5
Keiko,"Hanafe Crop Top Hana Fashion - Light Grey, M","baguss,pas",5
J***y,"Hanafe Crop Top Hana Fashion - Light Grey, M",oke,5
A***a,"Hanafe Crop Top Hana Fashion - Light Grey, M","product sesuai , kualitas lumayan ,
bgn bwhnya agak keriting2 sih , tp msh nyaman di
pake , tks 😊🙏",5
U***i,"Hanafe Crop Top Hana Fashion - Light Grey, M","maaci.
not bad",4
N***i,"Hanafe Crop Top Hana Fashion - Light Grey, M",sagat murah untuk harga segini. bahan nya adem enak buat olahraga.,5
A***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",lumayan bahanya tipis tapi adem kalau yg warna item gapapa ga transparan kalo yg warna lain sih gatau ukuran L di sy agak kebesaran BB 49 TB 155+- bagus dengan harga segi...,4
N***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",bahannya agak tipis but it’s okay bisa dipakai dirumah,5
M***n,"Hanafe Crop Top Hana Fashion - Light Grey, M",Trendy style & keren,5
a***u,"Hanafe Crop Top Hana Fashion - Light Grey, M","pengiriman cepat, respon penjual sangat baik",5
mngjay,"Hanafe Crop Top Hana Fashion - Light Grey, M","bahan nya bagus banget😻 ,cuman yng pkek orang nya agak tinggi jadi pas dia angkt tangan bajunya ikut naik bnget ,jadi klo dia pkek bajunya jadi pndek bnget iya tau ini k...",5
A***n,"Hanafe Crop Top Hana Fashion - Light Grey, M","beli crop top di sini buat hadiah pacar saya dan pacar saya suka banget
Terima Kasih",5
Y***i,"Hanafe Crop Top Hana Fashion - Light Grey, M","mantul, thanks ga",5
a***a,"Hanafe Crop Top Hana Fashion - Light Grey, M","Bagus kaosnya, bahannya lembut",5
herwandi,"Hanafe Crop Top Hana Fashion - Light Grey, M",bahan adem dan elastis nyaman banget untuk dipake santai.,5
Meygi,"Hanafe Crop Top Hana Fashion - Light Grey, M","bagus kok,jahitannya rapih juga",5
Indra,"Hanafe Crop Top Hana Fashion - Light Grey, M","udah dikasih catatan kirim hitam sama ungu, dikirim ungu dua-duanya🤦",5
Gracia,"Hanafe Crop Top Hana Fashion - Light Grey, M","bahan nya tipis adem, trs enak dipake sama hw jeanss",5
A***o,"Hanafe Crop Top Hana Fashion - Light Grey, M","bagus, lembut, adem.",5
Gracia,"Hanafe Crop Top Hana Fashion - Light Grey, M","untuk ke 3x nya gue beli baju di toko ini dan emang bnr"" kualitas nya okey banget & ga pernah mengecewakan pkok nya top banget ini toko nya",5
N***a,"Hanafe Crop Top Hana Fashion - Light Grey, M",lucuuu bangett nyampe. nya cepet juga dan size sesuai dikirimmnya,5
Rizki,"Hanafe Crop Top Hana Fashion - Light Grey, M",.,4
bilal,"Hanafe Crop Top Hana Fashion - Light Grey, M",mantap,5
R***a,"Hanafe Crop Top Hana Fashion - Light Grey, M","pdhl bajunya bagus tp jahitan bagian samping ada yg lepas, jd kayak bolong. tolong kualitas jahitannya diperbaiki",2
Anastasia,"Hanafe Crop Top Hana Fashion - Light Grey, M",bagus .. bahan kausnya halus dan melar mengikuti badan.. sesuai 👍,5
Eveline,"Hanafe Crop Top Hana Fashion - Light Grey, M",bahan adem. bagus jatuh di badan,5
qalbi,"Hanafe Crop Top Hana Fashion - Light Grey, M",keren,5
m,"Hanafe Crop Top Hana Fashion - Light Grey, M","barang sesuai, pengiriman sangat lambat",4
H***h,"Hanafe Crop Top Hana Fashion - Light Grey, M","bahan enak, pengiriman cepat, will reorder.",5
cintara,"Hanafe Crop Top Hana Fashion - Light Grey, M",lucuu xixi bb ku 48 kirain bakal kekecilan😣 Ternyata pass🥰,5
