Nama Pelanggan,Produk,Ulasan,Rating
Z***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",sesuai! terimakasih.,5
P***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",oke banget :),5
Tiara,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Lumayan dengan harga segitu ya, pengiriman cepat.",5
A***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",modelnya bgs. udah bl yg item. beli lagi yg olive suka bgt,5
G***y,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","cepet sampenya, kaosnya adem dan pas, mantapppp",5
Y***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Ukurannya kecil banget dan kualitas kain tdk bagus,3
N***y,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Keren bajunya. Aku suka. Lain kali bakalan beli disini lagi.,5
N***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","mantap bgt sih dah langganan disini, bahannya nyaman, jahitan rapi, bikin keliatan slim, cs nya super ramah dan membantu",5
Rosita,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","SUMPAH BAGUS PWOOOOOLLLLLLLLLL bahannya ga kaleng kaleng mana hana fashion murah murah lg😭😭😭😭😭, AKU BB 58kg TB 168cm hehehe",5
A***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",keren. bahan ok,5
A***n,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",𝙏𝙚𝙧𝙞𝙢𝙖 𝙠𝙖𝙨𝙞𝙝..,5
F***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Bahannya adem. Warnanya cantik 💚. Modelnya cantik 😍. Jahitannya rapi. Tidak menerawang. Ukuran sesuai. Produk sesuai dengan foto puas deh pokoknya, trimakasii yaa",5
C***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","sudah kenal dengan Hana, sudah tidak diragukan lagi. udah mending order deh.. thankyouu",5
M***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","agak tinggi sih ekspektasi aku awalnya wkwk.. tp not bad kok bahan nyaman, tp ga yg kek halus premium gitu.. untung warna item jd ga nerawang karna bahannya agak tipis.....",5
Nur,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Barang nya bagus,5
Anjani,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Sedih bgt warna khaky nya jadi warna hijau tua, gak sesuai foto",4
fianty,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",bagus tebal,5
A***h,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",pas bgt dibadan akuu. Maaciii,5
S***h,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Naisss,5
a***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",bagus banget😍✨,5
F***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Cocokkkkkkkk❤️ trimakasi,5
M***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",lumayan tipis...,4
sherly,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",barangnya bagus Dan bahanya bagus adem trimakasih banyak,5
Shanti,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","cantik banget,cocok banget dibadanku yg mini",5
Martinus,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya bagus,5
N***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bagus banget, no kecewa deh pokok nya💓",5
r***h,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bagus banget, pas dibadan dan jahitan rapi🥰",5
D***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahan bagus gak nerawang mesikipun warna putih .. suka 😁👍🏻,5
Marsha,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bahnya lembut bagus bahanya
 spandex",5
fitriyani,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","beli pertama tebal,beli kedua tipis,ketiga juga tipis,😔 padahal sesuka itu sama baju nya sampe order berkali kali.tapi tetep suka.tolong min jangan belanjaan pertama aja...",4
h***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bahannya agak kaku dan tidak menyerap keringat tapi tidak menerawang dan kalau di pakai terlihat rapi, tokonya informatif sekali. thanks",5
A***e,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Pas dibadan, bentuk luwes.",5
F***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Puasssss,, bahan adem, nyerep keringat,, aku pesen XL pas dibadan",5
Ambar,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",bagusss.. size s pas buat tb 160cm. bb 50kg. bahan lembut dan ga nerawang.. Nanti reorder. thx seller,5
h***m,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bahan bagus, tidak nerawang, worth it bangeettt",5
V***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",cuma kurang puas di pengemasan yg lama,4
y***t,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",minta size XL d kirim nya S.. jd gak kepakai dech 😭,1
D***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Bagus bahan kainnya, makasi seller",5
lay,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","meskiiii ini bajuu bnykkk dramaaa di pengiriman tapi puas dengan hasil bajuuu nya meski murah tapi gak murahannn ,bahan teball adem gak nerawang",5
A***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",bagus bgt buat harganya,5
I***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",tidak mengecewakan. next order lagi,5
T***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Baguss bahannya adem jahitannya rapihh sesuai sama harganya yg terjangkau tapi kualitas ga murahan👍🏼😭,4
Amanda,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",suka banget❤️❤️❤️,5
Linda,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",bahan bagus tebel jahitan rapi👍👍,5
Ratu,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","maafkan bnyk bulu kucing aku... btw jahitannya rapiii... bahan ademmm... btw aku bb 54 kg  36B, ambil L pas bgt... worthed buat dibeli.. next mau order model lain",5
Aprilia,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",okeoke,4
Gloria,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bahannya tebel, bagus bajget, jahitan rapih.
melebihi ekspektasi sih. 
gak nyangka datengnya sebagus ini.",5
Rini,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","pesanan ke 2 nih, cukup puas dgn bajunya. pengirimannya agak terlambat tapi gpp mungkin Krn mau lebaran. thank you ya.",4
R***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Product sesuai, kualitas baik, sangat recommended 👍",5
T***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",ada noda sedikit di kaosnya huhu,4
Ghassani,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",cangtip bgt bajunay😍,5
S***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Sudah punya 2 warna hitam dan putih. Yg hitam bagus bahan tebal dan stretch, yg putih beda bahan lebih tipis+kaku",3
r***y,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","buat bb 50 dan tangan besar ini pas bgt , kayaknya kalau l bakal kekecilan soalnya ini xl juga pas dan bahan kain juga ga melar :) kain jg oke tebal ga nrawang ya kalau w...",5
Lely,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","Selalu puas belanja disini, lavvvv ❤️",5
P***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","pas d badanku,jahitan rapi,bakal beli lg dsini😁,murah tp bagus",5
Ester,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",produknya bagus.. sesuai gambar.. pengiriman cepat.. Bahannya adem. Bahan menyerap keringat.,5
Ima,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Produk sesuai dengan foto.,5
S***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bahan lembut, pas di badan",5
A***l,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem Tidak menerawang,5
Audi,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",kenapa dikasi size S huhuhu padahal ku minta size M. Bahannya adem. Tidak menerawang. Bahan menyerap keringat. Modelnya cantik 😍,4
Erisa,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Modelnya cantik 😍. Ukuran sesuai. Produk sesuai dengan foto.,5
Stephanie,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Modelnya cantik 😍. Ukuran sesuai.,5
R***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Modelnya cantik 😍. Tidak menerawang. Ukuran sesuai. Produk sesuai dengan foto.,5
Anneke,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Bahan menyerap keringat. Tidak menerawang. Warnanya cantik 💚. Produk sesuai dengan foto. Ukuran sesuai. Jahitannya rapi.,5
R***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Modelnya cantik 😍. Produk sesuai dengan foto. Ukuran sesuai.,4
anya,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Tidak menerawang. Ukuran sesuai.,5
J***O,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Sesuai pesanan... recomended seller..!,5
i***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem Modelnya cantik 😍 Jahitannya rapi Warnanya cantik 💚,5
T***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Tidak menerawang. Modelnya cantik 😍. Ukuran sesuai. Produk sesuai dengan foto. Jahitannya rapi.,5
Novia,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","bahanya ga melar, kaku, panas juga, kecil padahal udh pilih sesuai dengan ukuran yg tertera, JD ga kepake 😓",4
B***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Tidak menerawang. Bahan menyerap keringat. Modelnya cantik 😍. Ukuran sesuai. Warnanya cantik 💚. Jahitannya rapi. Produk sesuai dengan foto.,5
B***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Tidak menerawang. Ukuran sesuai. Modelnya cantik 😍. Jahitannya rapi. Produk sesuai dengan foto. Warnanya cantik 💚. Bahan menyerap keringat.,5
E***y,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Jahitannya rapi. Produk sesuai dengan foto.,5
D***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Lumayan.. semoga muat 🤭🤭,5
Septiano,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Modelnya cantik 😍 Produk sesuai dengan foto Bahannya adem,5
K***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",.,4
I***n,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL","untuk bb 48kg dengan tinggi 167cm, pake ukuran m pas

Bahannya adem. Bahan menyerap keringat. Tidak menerawang. Ukuran sesuai. Warnanya cantik 💚. Modelnya cantik 😍. Pro...",5
Nina,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",suka modelnya. XXL utk BB 57 pas buat yg ga suka pake kaos ketat,5
Y***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem,5
S***i,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Barang sesuai deskripsi,5
Maria,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Modelnya cantik 😍.,5
S***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem. Tidak menerawang. Modelnya cantik 😍. Ukuran sesuai. Produk sesuai dengan foto. Warnanya cantik 💚. Jahitannya rapi.,5
Buatan,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Produk sesuai dengan foto.,5
S***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Bahannya adem Tidak menerawang Modelnya cantik 😍 Jahitannya rapi Bahan menyerap keringat Ukuran sesuai Produk sesuai dengan foto,5
T***a,"HanaFashion - Martina Basic - Kaos T Shirt Crop Top Murah - TS177 - Khaky, XXL",Baru pertama kali order dan suka bangett.. Bahan adem dan nyaman dipakai. modelnya juga cantik banget😍 Bakal jadi langganan hehe thx!,5
