Nama Pelanggan,Produk,Ulasan,Rating
rika,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bagus bangett, bahannya adem enakk kaya brand2 mahal. cuma menurut aku size nya agak rancu karna kalau ukur sesuai deskripsi size aku harusnya xl/xxl tapi aku beli L masi...",5
hazel,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahan nyaman,5
K***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","ukuran pas, bahan adem, pengiriman cepat. terimakasih banyak",5
Cyrilla,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","buat harganya cukup oke sih, jahitannya kuat2 aja, bahannya juga oke
ini aku beli xxxl gede banget tapi panjangnya pas, ukurannya beneran sesuai size chart sih",4
K***n,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",paass,5
Fenny,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Jahitannya gak lurus 🥺,3
T***n,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",tq,5
Izzuddin,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",top,5
M***l,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barangnya halus, nyaman dipakai. thx seller, pelayananya juga cepat",5
C***o,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",👍👍👍,5
Atsil,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Wkwkwk kecil banget ukurannya. Bahan tipis. Yahhh harga segini aku tidak bisa komplen. Cukup lah mayan,4
Farah,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",.,3
M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang sesuai pesanan. Pengiriman cepat, packing aman. Bahan seperti di gambar, jahitan rapi. Ukuran xxxl agak longgar untuk saya bb 56, tinggi 150cm. Tapi masih nyaman d...",5
agnes,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Tidak ada ulasan,2
d***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",sesuai,5
C***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bener2 kain selapis, tapi jahitan rapi.untuk daleman dengan harga segitu cukup oke lah",4
R***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ukurannya sesuai. warnanya agak abu2 bukan cream yg cerah.,4
K***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sudah sampe...pas banget dibadan...suka juga sama kemben nya thanks kak😍,5
C***o,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",paket sdh sampai dan blm dites pas atau tdknya,4
Retno,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",udah beli kesekian kalinya saking nyaman dipake. bahannya adem (bahan kaos) ❤👍,5
Novi,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",puas dengan ukuran dan bahannya dan harga masi terjangkau. kondisi juga kain tidak luntur. overall barang bagus,5
M***d,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bagus muat di aku BB 82 Alhamdulillah,5
B***s,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Barang oke, pengiriman cepat 👍👍 mantap deh",5
Susy,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","✔️yg size XXL, lebar baju bagian dada +- 40 cm, pnjg baju +- 26 cm ✔️kebesaran (longgar) di saya yg berat badan 48kg tinggi 160cm 😁 ✔️packing trluar dgn plastik ✔️dikiri...",5
L***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan dapat flash sale bagus,5
B***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Bagus & Terima kasih.,5
tini,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",kwalitas barang bagus dan sesuai ukuran bahan adem dan nyaman dipakai hanya saja agak lama pengirimannya,5
R***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Recommended Seller!!!,5
R***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Recommended Seller!!!,5
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sesuai pesanan pengiriman bagus bahan nyaman,5
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sesuai pesanan pengiriman oke bahan bagus halus cukup tebel nyaman dipake,5
S***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Barang sesuai dengan deskripsi....👍👍,5
V***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","atasnya pas krn lekuknya pas. pas menyentuh dipinggang longgar. bukan karet juga kurang pas ajah. 
aq 155 bb 48",4
P***t,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahannya nyaman dipakai👍,5
Lucky,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Mantaaaaaap. Thankyou verymuch  ❤️❤️❤️
Sesuai pesanan, packing aman sukses selalu seller 💖💖💖",5
A***s,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","sip sesuai pesanan,, mantaab",5
J***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ok,5
Renata,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bahannya alus, ketebalan kainnya pas (ga nerawang tapi ga ketebelan). Pokoknya oke 👌",5
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Modelnya bagus, bahannya juga nyaman digunakan",5
orenmacadamia,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bahannya kurang bisa stretch, tapi ok juga untuk harga segini",5
nurdin,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",modelnya bagus,5
b***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","mantab, fast responn. okeee",5
a***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahan bagus & jahitan cukup rapi. kembennya rapet (ga mudah melorot). cuma cup branya agak kelihatan nerawang kalau dipake. overall bagus👍,4
Resia,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",oke lah buat harga sgini cakep,4
E***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bagus, rekomended
Thanks tokopedia and seller
Semoga kedepan lebih bnyak promo dan kwalitas product serta layanannya semakin baik.",4
Y***o,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bahan bagus, nyaman di pake, maaf foto bkn yg asli langsung di cuci.",5
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bahannya agak tipis tapi worth it lah dengan harga segitu, cocok buat jadi daleman baju yang nerawang.",5
g***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",kebesaran hehehe untuk bahan OKE,5
P***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bagus,5
Luthfia,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lama banget,3
T***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Baru pertama kali order dan suka bangett.. Bahan adem dan nyaman dipakai. Bakal jadi langganan hehe thx!,5
G***l,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",bahannya agak tipis tapi lembut dan adem worth it dengan harga segituu,5
E***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",kemben pendek warna ungu di kirim. bagus jg warnanya soft. kembennya kurang kenceng ya bagian atasnya. agak melorot. mestinya ada tali ut di kaitkan bisa ut tank top jg....,5
Betty,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","xl nya kecil, bahannya biasa",3
Rohmanisa,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Diterima dlm kondisi baik, tengkyuu seller and tokped promonya",5
Rohmanisa,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Diterima dlm kondisi baik, tengkyuu seller and tokped promonya",5
a***y,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","nyaman dipake, simpel dan aku suka😍. Trima kasih Toped 🙏❤️",5
N***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","bahannya adem bangeett, modelnya fit di badan, pengiriman juga cepat. thanks seller🥰",5
Hildaaa,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Bahannya bagus, ada labelnya juga didalam. Thanks.",5
Rosianawati,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","kemben ini bahannya bagus banget, lembut dan adem, enak dipakai",5
Budi,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Kirain melar. Ternyata ga juga,4
F***s,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",barang sesuai deskripsi,5
michelle,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","sudah beberapa kali beli di toko ini
barang yang dikirim lengkap sesuai pesanan
bahannya bagus dan tidak menerawang
menyerap keringat juga
harga terjangkau..",5
Kak,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Tidak ada ulasan,2
R***i,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","Kainnya halus dan lentur, nyaman dipakai",5
ONEL,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",BAGUS BANGET SUMPAH ❤️ PENGIRIMAN CEPAT SAMEDAY,5
nana,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Sesuai sama pesanan,5
Yessica,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Kelonggaran untuk 160/50kg better ambil size M ato S,5
Henry,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",warna tidak sesuai dgn pesanan,1
Virya,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",ukuran agak kecil,4
H***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","cepet bgt pengirimannyaaa, sukak bgttt 😍 sorry fotonya gajelas soalnya lgsg dicuci",5
a***l,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",baguuus,5
Selviany,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","overall good, agak lama dipengemasan aja. tapi bagus banget kok sukakkk",5
M***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL","seperti yg di foto, seller ramah cmn agak lama pengirimannya. other than that love",5
Melati,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Tidak ada ulasan,5
Stephelie,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",Pas nyampe gk sesuai mesanan ukuran nyah 😭😭,1
Maesaroh,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan lah buat daleman oke makasih a\ya,5
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",very2 nice,5
Maesaroh,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan lah buat daleman oke makasih a\ya,5
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",very2 nice,5
Maesaroh,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan lah buat daleman oke makasih a\ya,5
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",very2 nice,5
Maesaroh,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan lah buat daleman oke makasih a\ya,5
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",very2 nice,5
Maesaroh,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",lumayan lah buat daleman oke makasih a\ya,5
Z***a,"HanaFashion - Calista Tube Crop Top Kemben Pendek Wanita - TT068 - Khaky, XXL",very2 nice,5
